Customer_ID,Cluster,Cluster_Name
14205,1,High-Revenue Enterprise Customers
10628,2,High-Value Growth Customers
13807,1,High-Revenue Enterprise Customers
13577,1,High-Revenue Enterprise Customers
12578,1,High-Revenue Enterprise Customers
10791,2,High-Value Growth Customers
13077,3,At-Risk Low Engagement Customers
10462,2,High-Value Growth Customers
14539,2,High-Value Growth Customers
10552,2,High-Value Growth Customers
13351,2,High-Value Growth Customers
11514,0,Mid-Tier Active Customers
10199,2,High-Value Growth Customers
12758,1,High-Revenue Enterprise Customers
11860,2,High-Value Growth Customers
10403,1,High-Revenue Enterprise Customers
13258,3,At-Risk Low Engagement Customers
12270,1,High-Revenue Enterprise Customers
14911,2,High-Value Growth Customers
13825,0,Mid-Tier Active Customers
11865,1,High-Revenue Enterprise Customers
14602,0,Mid-Tier Active Customers
10651,3,At-Risk Low Engagement Customers
10709,3,At-Risk Low Engagement Customers
12314,2,High-Value Growth Customers
10380,1,High-Revenue Enterprise Customers
13918,3,At-Risk Low Engagement Customers
11955,0,Mid-Tier Active Customers
14845,3,At-Risk Low Engagement Customers
13379,3,At-Risk Low Engagement Customers
10315,3,At-Risk Low Engagement Customers
12888,0,Mid-Tier Active Customers
14614,3,At-Risk Low Engagement Customers
10114,0,Mid-Tier Active Customers
10961,3,At-Risk Low Engagement Customers
13101,0,Mid-Tier Active Customers
12406,2,High-Value Growth Customers
12830,0,Mid-Tier Active Customers
13541,3,At-Risk Low Engagement Customers
11999,0,Mid-Tier Active Customers
14750,2,High-Value Growth Customers
13406,1,High-Revenue Enterprise Customers
11345,1,High-Revenue Enterprise Customers
13998,3,At-Risk Low Engagement Customers
14668,3,At-Risk Low Engagement Customers
12030,0,Mid-Tier Active Customers
12099,2,High-Value Growth Customers
11418,3,At-Risk Low Engagement Customers
10327,0,Mid-Tier Active Customers
10605,1,High-Revenue Enterprise Customers
14322,1,High-Revenue Enterprise Customers
13317,0,Mid-Tier Active Customers
12626,3,At-Risk Low Engagement Customers
13830,0,Mid-Tier Active Customers
14646,0,Mid-Tier Active Customers
11962,3,At-Risk Low Engagement Customers
11962,3,At-Risk Low Engagement Customers
13555,2,High-Value Growth Customers
13047,3,At-Risk Low Engagement Customers
14701,1,High-Revenue Enterprise Customers
13544,2,High-Value Growth Customers
14079,2,High-Value Growth Customers
13160,3,At-Risk Low Engagement Customers
11819,3,At-Risk Low Engagement Customers
10790,1,High-Revenue Enterprise Customers
12415,3,At-Risk Low Engagement Customers
14183,1,High-Revenue Enterprise Customers
11666,3,At-Risk Low Engagement Customers
10872,2,High-Value Growth Customers
11895,3,At-Risk Low Engagement Customers
11478,0,Mid-Tier Active Customers
12173,3,At-Risk Low Engagement Customers
11631,3,At-Risk Low Engagement Customers
10074,2,High-Value Growth Customers
11958,2,High-Value Growth Customers
13228,2,High-Value Growth Customers
12165,0,Mid-Tier Active Customers
13210,2,High-Value Growth Customers
10093,3,At-Risk Low Engagement Customers
14715,1,High-Revenue Enterprise Customers
14060,3,At-Risk Low Engagement Customers
12390,2,High-Value Growth Customers
12279,0,Mid-Tier Active Customers
12716,2,High-Value Growth Customers
10495,0,Mid-Tier Active Customers
13340,3,At-Risk Low Engagement Customers
12329,1,High-Revenue Enterprise Customers
13836,3,At-Risk Low Engagement Customers
11165,2,High-Value Growth Customers
14118,0,Mid-Tier Active Customers
11271,1,High-Revenue Enterprise Customers
13779,0,Mid-Tier Active Customers
14024,1,High-Revenue Enterprise Customers
12317,2,High-Value Growth Customers
12616,3,At-Risk Low Engagement Customers
10619,2,High-Value Growth Customers
13938,1,High-Revenue Enterprise Customers
12147,2,High-Value Growth Customers
12836,1,High-Revenue Enterprise Customers
13868,2,High-Value Growth Customers
11361,1,High-Revenue Enterprise Customers
14708,3,At-Risk Low Engagement Customers
13596,0,Mid-Tier Active Customers
14534,3,At-Risk Low Engagement Customers
10870,2,High-Value Growth Customers
12894,1,High-Revenue Enterprise Customers
11043,1,High-Revenue Enterprise Customers
11872,3,At-Risk Low Engagement Customers
10357,0,Mid-Tier Active Customers
11163,1,High-Revenue Enterprise Customers
12946,3,At-Risk Low Engagement Customers
11372,1,High-Revenue Enterprise Customers
14206,0,Mid-Tier Active Customers
12896,2,High-Value Growth Customers
13400,1,High-Revenue Enterprise Customers
13973,3,At-Risk Low Engagement Customers
13780,0,Mid-Tier Active Customers
13881,0,Mid-Tier Active Customers
14585,1,High-Revenue Enterprise Customers
14105,0,Mid-Tier Active Customers
10333,0,Mid-Tier Active Customers
13083,1,High-Revenue Enterprise Customers
12917,2,High-Value Growth Customers
11790,2,High-Value Growth Customers
11259,3,At-Risk Low Engagement Customers
13910,0,Mid-Tier Active Customers
11823,3,At-Risk Low Engagement Customers
11117,2,High-Value Growth Customers
13504,0,Mid-Tier Active Customers
13788,2,High-Value Growth Customers
12681,0,Mid-Tier Active Customers
12628,3,At-Risk Low Engagement Customers
13482,0,Mid-Tier Active Customers
13482,0,Mid-Tier Active Customers
12292,0,Mid-Tier Active Customers
10446,1,High-Revenue Enterprise Customers
12238,3,At-Risk Low Engagement Customers
13604,2,High-Value Growth Customers
10453,0,Mid-Tier Active Customers
11889,0,Mid-Tier Active Customers
14573,2,High-Value Growth Customers
13149,1,High-Revenue Enterprise Customers
10015,3,At-Risk Low Engagement Customers
14964,2,High-Value Growth Customers
10946,2,High-Value Growth Customers
10248,3,At-Risk Low Engagement Customers
11017,1,High-Revenue Enterprise Customers
10361,0,Mid-Tier Active Customers
14800,1,High-Revenue Enterprise Customers
11718,0,Mid-Tier Active Customers
14452,0,Mid-Tier Active Customers
10664,2,High-Value Growth Customers
11433,2,High-Value Growth Customers
13380,1,High-Revenue Enterprise Customers
14032,3,At-Risk Low Engagement Customers
13769,0,Mid-Tier Active Customers
11607,0,Mid-Tier Active Customers
13203,0,Mid-Tier Active Customers
14514,2,High-Value Growth Customers
10491,1,High-Revenue Enterprise Customers
10863,0,Mid-Tier Active Customers
12234,1,High-Revenue Enterprise Customers
12754,2,High-Value Growth Customers
11384,0,Mid-Tier Active Customers
12073,2,High-Value Growth Customers
13709,3,At-Risk Low Engagement Customers
12084,2,High-Value Growth Customers
11363,1,High-Revenue Enterprise Customers
13411,0,Mid-Tier Active Customers
10507,3,At-Risk Low Engagement Customers
12852,3,At-Risk Low Engagement Customers
10026,2,High-Value Growth Customers
12118,2,High-Value Growth Customers
11223,0,Mid-Tier Active Customers
11114,0,Mid-Tier Active Customers
14422,2,High-Value Growth Customers
13650,0,Mid-Tier Active Customers
12581,2,High-Value Growth Customers
14817,2,High-Value Growth Customers
13165,1,High-Revenue Enterprise Customers
10434,0,Mid-Tier Active Customers
12198,3,At-Risk Low Engagement Customers
13366,3,At-Risk Low Engagement Customers
13289,2,High-Value Growth Customers
12224,2,High-Value Growth Customers
13079,0,Mid-Tier Active Customers
14718,1,High-Revenue Enterprise Customers
12265,0,Mid-Tier Active Customers
13277,3,At-Risk Low Engagement Customers
13107,3,At-Risk Low Engagement Customers
11103,0,Mid-Tier Active Customers
11781,2,High-Value Growth Customers
12451,0,Mid-Tier Active Customers
13476,3,At-Risk Low Engagement Customers
14094,2,High-Value Growth Customers
10157,2,High-Value Growth Customers
13177,0,Mid-Tier Active Customers
13860,2,High-Value Growth Customers
10616,0,Mid-Tier Active Customers
10644,2,High-Value Growth Customers
11610,3,At-Risk Low Engagement Customers
11938,0,Mid-Tier Active Customers
11069,2,High-Value Growth Customers
13502,1,High-Revenue Enterprise Customers
14742,2,High-Value Growth Customers
14372,2,High-Value Growth Customers
11515,1,High-Revenue Enterprise Customers
10331,0,Mid-Tier Active Customers
13339,2,High-Value Growth Customers
12903,2,High-Value Growth Customers
12332,3,At-Risk Low Engagement Customers
10623,0,Mid-Tier Active Customers
11783,2,High-Value Growth Customers
12477,2,High-Value Growth Customers
10776,1,High-Revenue Enterprise Customers
13091,1,High-Revenue Enterprise Customers
12100,2,High-Value Growth Customers
11742,2,High-Value Growth Customers
13250,3,At-Risk Low Engagement Customers
10756,2,High-Value Growth Customers
10519,2,High-Value Growth Customers
14054,3,At-Risk Low Engagement Customers
10033,3,At-Risk Low Engagement Customers
13129,0,Mid-Tier Active Customers
12982,2,High-Value Growth Customers
11158,2,High-Value Growth Customers
14346,0,Mid-Tier Active Customers
10745,3,At-Risk Low Engagement Customers
13540,3,At-Risk Low Engagement Customers
12911,0,Mid-Tier Active Customers
12096,3,At-Risk Low Engagement Customers
12760,3,At-Risk Low Engagement Customers
10784,0,Mid-Tier Active Customers
13567,0,Mid-Tier Active Customers
13139,0,Mid-Tier Active Customers
10230,2,High-Value Growth Customers
10858,0,Mid-Tier Active Customers
11667,1,High-Revenue Enterprise Customers
11402,2,High-Value Growth Customers
13214,0,Mid-Tier Active Customers
10409,2,High-Value Growth Customers
10171,2,High-Value Growth Customers
10541,0,Mid-Tier Active Customers
13631,2,High-Value Growth Customers
14015,0,Mid-Tier Active Customers
12733,1,High-Revenue Enterprise Customers
10614,0,Mid-Tier Active Customers
12046,2,High-Value Growth Customers
12026,3,At-Risk Low Engagement Customers
13666,3,At-Risk Low Engagement Customers
11162,1,High-Revenue Enterprise Customers
12192,1,High-Revenue Enterprise Customers
12518,2,High-Value Growth Customers
13048,0,Mid-Tier Active Customers
13063,2,High-Value Growth Customers
11618,0,Mid-Tier Active Customers
12340,2,High-Value Growth Customers
10565,0,Mid-Tier Active Customers
13806,2,High-Value Growth Customers
14721,3,At-Risk Low Engagement Customers
14820,0,Mid-Tier Active Customers
12805,2,High-Value Growth Customers
13361,3,At-Risk Low Engagement Customers
11558,3,At-Risk Low Engagement Customers
13994,3,At-Risk Low Engagement Customers
13705,2,High-Value Growth Customers
11766,2,High-Value Growth Customers
14399,2,High-Value Growth Customers
12695,0,Mid-Tier Active Customers
14667,0,Mid-Tier Active Customers
14941,0,Mid-Tier Active Customers
11173,2,High-Value Growth Customers
14522,3,At-Risk Low Engagement Customers
10326,1,High-Revenue Enterprise Customers
11052,2,High-Value Growth Customers
13138,2,High-Value Growth Customers
14991,2,High-Value Growth Customers
13075,0,Mid-Tier Active Customers
14848,1,High-Revenue Enterprise Customers
11670,0,Mid-Tier Active Customers
11197,2,High-Value Growth Customers
10621,1,High-Revenue Enterprise Customers
11527,3,At-Risk Low Engagement Customers
13067,3,At-Risk Low Engagement Customers
11483,0,Mid-Tier Active Customers
11190,0,Mid-Tier Active Customers
10329,0,Mid-Tier Active Customers
10649,0,Mid-Tier Active Customers
10898,2,High-Value Growth Customers
12094,2,High-Value Growth Customers
11124,2,High-Value Growth Customers
12081,3,At-Risk Low Engagement Customers
14786,0,Mid-Tier Active Customers
13821,1,High-Revenue Enterprise Customers
13545,3,At-Risk Low Engagement Customers
12136,3,At-Risk Low Engagement Customers
12479,3,At-Risk Low Engagement Customers
11601,1,High-Revenue Enterprise Customers
13530,3,At-Risk Low Engagement Customers
12283,3,At-Risk Low Engagement Customers
11520,2,High-Value Growth Customers
10190,2,High-Value Growth Customers
13468,3,At-Risk Low Engagement Customers
11024,3,At-Risk Low Engagement Customers
14569,1,High-Revenue Enterprise Customers
14123,0,Mid-Tier Active Customers
13471,3,At-Risk Low Engagement Customers
14852,0,Mid-Tier Active Customers
14619,3,At-Risk Low Engagement Customers
14232,2,High-Value Growth Customers
10810,0,Mid-Tier Active Customers
13036,0,Mid-Tier Active Customers
10979,3,At-Risk Low Engagement Customers
12230,0,Mid-Tier Active Customers
14066,0,Mid-Tier Active Customers
11882,0,Mid-Tier Active Customers
11863,1,High-Revenue Enterprise Customers
13987,2,High-Value Growth Customers
12035,2,High-Value Growth Customers
12750,2,High-Value Growth Customers
11663,1,High-Revenue Enterprise Customers
12017,2,High-Value Growth Customers
14410,2,High-Value Growth Customers
10175,2,High-Value Growth Customers
14949,0,Mid-Tier Active Customers
14288,2,High-Value Growth Customers
11653,2,High-Value Growth Customers
14601,1,High-Revenue Enterprise Customers
10218,2,High-Value Growth Customers
14581,0,Mid-Tier Active Customers
13966,2,High-Value Growth Customers
11445,2,High-Value Growth Customers
10691,2,High-Value Growth Customers
14427,2,High-Value Growth Customers
12379,2,High-Value Growth Customers
12858,3,At-Risk Low Engagement Customers
11107,2,High-Value Growth Customers
11704,1,High-Revenue Enterprise Customers
10819,1,High-Revenue Enterprise Customers
11706,1,High-Revenue Enterprise Customers
10612,0,Mid-Tier Active Customers
13064,0,Mid-Tier Active Customers
14990,2,High-Value Growth Customers
13956,1,High-Revenue Enterprise Customers
10577,0,Mid-Tier Active Customers
12195,1,High-Revenue Enterprise Customers
14575,1,High-Revenue Enterprise Customers
11181,1,High-Revenue Enterprise Customers
10889,2,High-Value Growth Customers
13338,1,High-Revenue Enterprise Customers
12025,3,At-Risk Low Engagement Customers
12838,2,High-Value Growth Customers
10818,3,At-Risk Low Engagement Customers
13494,0,Mid-Tier Active Customers
13674,3,At-Risk Low Engagement Customers
13674,3,At-Risk Low Engagement Customers
10209,2,High-Value Growth Customers
10294,2,High-Value Growth Customers
11120,1,High-Revenue Enterprise Customers
13404,1,High-Revenue Enterprise Customers
13356,3,At-Risk Low Engagement Customers
11265,1,High-Revenue Enterprise Customers
10991,1,High-Revenue Enterprise Customers
12424,2,High-Value Growth Customers
13983,0,Mid-Tier Active Customers
14329,1,High-Revenue Enterprise Customers
11808,3,At-Risk Low Engagement Customers
10354,0,Mid-Tier Active Customers
14904,0,Mid-Tier Active Customers
11659,3,At-Risk Low Engagement Customers
13245,2,High-Value Growth Customers
11490,3,At-Risk Low Engagement Customers
13483,1,High-Revenue Enterprise Customers
14088,1,High-Revenue Enterprise Customers
13251,1,High-Revenue Enterprise Customers
11229,1,High-Revenue Enterprise Customers
10260,0,Mid-Tier Active Customers
11695,1,High-Revenue Enterprise Customers
13754,1,High-Revenue Enterprise Customers
14887,2,High-Value Growth Customers
11979,1,High-Revenue Enterprise Customers
12707,0,Mid-Tier Active Customers
12707,0,Mid-Tier Active Customers
10053,1,High-Revenue Enterprise Customers
12338,1,High-Revenue Enterprise Customers
10412,1,High-Revenue Enterprise Customers
12334,2,High-Value Growth Customers
14583,0,Mid-Tier Active Customers
14085,3,At-Risk Low Engagement Customers
12496,3,At-Risk Low Engagement Customers
12747,2,High-Value Growth Customers
13304,1,High-Revenue Enterprise Customers
11480,3,At-Risk Low Engagement Customers
11508,3,At-Risk Low Engagement Customers
11034,1,High-Revenue Enterprise Customers
11098,1,High-Revenue Enterprise Customers
11470,2,High-Value Growth Customers
10544,0,Mid-Tier Active Customers
11047,2,High-Value Growth Customers
14714,1,High-Revenue Enterprise Customers
11756,1,High-Revenue Enterprise Customers
10031,1,High-Revenue Enterprise Customers
10726,2,High-Value Growth Customers
14391,2,High-Value Growth Customers
14391,2,High-Value Growth Customers
12229,2,High-Value Growth Customers
10338,0,Mid-Tier Active Customers
11427,2,High-Value Growth Customers
12544,2,High-Value Growth Customers
12659,2,High-Value Growth Customers
10437,2,High-Value Growth Customers
12631,2,High-Value Growth Customers
10913,1,High-Revenue Enterprise Customers
14354,2,High-Value Growth Customers
11589,2,High-Value Growth Customers
14295,1,High-Revenue Enterprise Customers
14652,1,High-Revenue Enterprise Customers
13549,2,High-Value Growth Customers
11591,0,Mid-Tier Active Customers
12438,1,High-Revenue Enterprise Customers
11770,1,High-Revenue Enterprise Customers
11239,2,High-Value Growth Customers
10904,3,At-Risk Low Engagement Customers
13387,3,At-Risk Low Engagement Customers
14882,1,High-Revenue Enterprise Customers
14594,2,High-Value Growth Customers
10508,1,High-Revenue Enterprise Customers
13435,2,High-Value Growth Customers
10184,3,At-Risk Low Engagement Customers
11747,0,Mid-Tier Active Customers
11498,1,High-Revenue Enterprise Customers
12604,0,Mid-Tier Active Customers
10322,3,At-Risk Low Engagement Customers
10322,3,At-Risk Low Engagement Customers
14419,2,High-Value Growth Customers
14030,1,High-Revenue Enterprise Customers
12202,1,High-Revenue Enterprise Customers
14746,2,High-Value Growth Customers
13759,1,High-Revenue Enterprise Customers
13432,1,High-Revenue Enterprise Customers
12837,0,Mid-Tier Active Customers
11552,3,At-Risk Low Engagement Customers
14577,1,High-Revenue Enterprise Customers
11147,0,Mid-Tier Active Customers
14910,2,High-Value Growth Customers
12481,3,At-Risk Low Engagement Customers
10045,0,Mid-Tier Active Customers
14700,0,Mid-Tier Active Customers
14120,3,At-Risk Low Engagement Customers
13846,3,At-Risk Low Engagement Customers
12791,0,Mid-Tier Active Customers
11379,1,High-Revenue Enterprise Customers
11974,3,At-Risk Low Engagement Customers
13897,0,Mid-Tier Active Customers
10414,0,Mid-Tier Active Customers
14768,0,Mid-Tier Active Customers
11408,2,High-Value Growth Customers
12408,2,High-Value Growth Customers
10802,3,At-Risk Low Engagement Customers
11289,3,At-Risk Low Engagement Customers
11559,0,Mid-Tier Active Customers
12320,1,High-Revenue Enterprise Customers
12599,1,High-Revenue Enterprise Customers
11730,3,At-Risk Low Engagement Customers
13703,0,Mid-Tier Active Customers
10257,0,Mid-Tier Active Customers
13611,1,High-Revenue Enterprise Customers
11887,2,High-Value Growth Customers
11152,0,Mid-Tier Active Customers
12452,1,High-Revenue Enterprise Customers
10648,3,At-Risk Low Engagement Customers
13099,2,High-Value Growth Customers
14979,1,High-Revenue Enterprise Customers
12355,3,At-Risk Low Engagement Customers
14639,2,High-Value Growth Customers
13456,1,High-Revenue Enterprise Customers
14018,3,At-Risk Low Engagement Customers
11316,0,Mid-Tier Active Customers
11089,3,At-Risk Low Engagement Customers
12132,0,Mid-Tier Active Customers
14554,1,High-Revenue Enterprise Customers
13832,1,High-Revenue Enterprise Customers
11351,0,Mid-Tier Active Customers
13194,0,Mid-Tier Active Customers
10113,3,At-Risk Low Engagement Customers
13920,3,At-Risk Low Engagement Customers
10264,2,High-Value Growth Customers
11394,2,High-Value Growth Customers
14983,3,At-Risk Low Engagement Customers
11187,3,At-Risk Low Engagement Customers
14693,0,Mid-Tier Active Customers
10057,3,At-Risk Low Engagement Customers
11310,0,Mid-Tier Active Customers
10696,3,At-Risk Low Engagement Customers
14335,0,Mid-Tier Active Customers
13955,2,High-Value Growth Customers
12385,2,High-Value Growth Customers
14305,2,High-Value Growth Customers
14379,1,High-Revenue Enterprise Customers
13684,3,At-Risk Low Engagement Customers
11942,3,At-Risk Low Engagement Customers
10320,1,High-Revenue Enterprise Customers
12437,1,High-Revenue Enterprise Customers
11590,2,High-Value Growth Customers
10683,2,High-Value Growth Customers
13143,1,High-Revenue Enterprise Customers
13426,3,At-Risk Low Engagement Customers
10480,3,At-Risk Low Engagement Customers
13738,1,High-Revenue Enterprise Customers
13039,2,High-Value Growth Customers
10287,2,High-Value Growth Customers
13793,2,High-Value Growth Customers
12079,3,At-Risk Low Engagement Customers
13632,0,Mid-Tier Active Customers
12570,0,Mid-Tier Active Customers
11922,3,At-Risk Low Engagement Customers
14367,3,At-Risk Low Engagement Customers
13730,1,High-Revenue Enterprise Customers
11599,1,High-Revenue Enterprise Customers
12489,2,High-Value Growth Customers
14623,0,Mid-Tier Active Customers
10737,2,High-Value Growth Customers
12403,1,High-Revenue Enterprise Customers
10337,2,High-Value Growth Customers
14837,2,High-Value Growth Customers
12952,0,Mid-Tier Active Customers
12813,0,Mid-Tier Active Customers
14541,2,High-Value Growth Customers
11072,1,High-Revenue Enterprise Customers
12441,0,Mid-Tier Active Customers
14477,3,At-Risk Low Engagement Customers
12442,2,High-Value Growth Customers
14311,3,At-Risk Low Engagement Customers
14912,3,At-Risk Low Engagement Customers
14243,3,At-Risk Low Engagement Customers
10082,3,At-Risk Low Engagement Customers
12573,1,High-Revenue Enterprise Customers
13590,2,High-Value Growth Customers
11715,3,At-Risk Low Engagement Customers
11489,1,High-Revenue Enterprise Customers
10499,3,At-Risk Low Engagement Customers
14481,3,At-Risk Low Engagement Customers
12093,1,High-Revenue Enterprise Customers
12723,3,At-Risk Low Engagement Customers
14804,3,At-Risk Low Engagement Customers
13728,2,High-Value Growth Customers
13718,1,High-Revenue Enterprise Customers
14191,2,High-Value Growth Customers
11611,2,High-Value Growth Customers
12293,1,High-Revenue Enterprise Customers
14059,3,At-Risk Low Engagement Customers
12488,1,High-Revenue Enterprise Customers
11023,1,High-Revenue Enterprise Customers
12433,0,Mid-Tier Active Customers
13891,2,High-Value Growth Customers
14155,1,High-Revenue Enterprise Customers
13879,2,High-Value Growth Customers
13879,2,High-Value Growth Customers
14472,2,High-Value Growth Customers
14958,2,High-Value Growth Customers
10666,0,Mid-Tier Active Customers
14952,0,Mid-Tier Active Customers
12810,2,High-Value Growth Customers
11553,3,At-Risk Low Engagement Customers
14400,0,Mid-Tier Active Customers
12303,3,At-Risk Low Engagement Customers
11018,1,High-Revenue Enterprise Customers
10558,3,At-Risk Low Engagement Customers
12553,1,High-Revenue Enterprise Customers
11208,3,At-Risk Low Engagement Customers
12154,0,Mid-Tier Active Customers
13180,3,At-Risk Low Engagement Customers
12269,0,Mid-Tier Active Customers
11511,2,High-Value Growth Customers
12755,0,Mid-Tier Active Customers
12305,3,At-Risk Low Engagement Customers
11685,2,High-Value Growth Customers
10246,0,Mid-Tier Active Customers
11164,2,High-Value Growth Customers
13078,0,Mid-Tier Active Customers
14177,1,High-Revenue Enterprise Customers
10267,2,High-Value Growth Customers
12519,3,At-Risk Low Engagement Customers
11115,1,High-Revenue Enterprise Customers
10064,1,High-Revenue Enterprise Customers
12214,3,At-Risk Low Engagement Customers
14027,0,Mid-Tier Active Customers
12306,3,At-Risk Low Engagement Customers
12938,2,High-Value Growth Customers
14821,1,High-Revenue Enterprise Customers
13283,2,High-Value Growth Customers
12068,0,Mid-Tier Active Customers
12999,0,Mid-Tier Active Customers
13923,3,At-Risk Low Engagement Customers
14310,0,Mid-Tier Active Customers
14284,2,High-Value Growth Customers
12389,1,High-Revenue Enterprise Customers
11785,2,High-Value Growth Customers
11238,3,At-Risk Low Engagement Customers
10104,0,Mid-Tier Active Customers
12223,3,At-Risk Low Engagement Customers
14512,3,At-Risk Low Engagement Customers
10273,2,High-Value Growth Customers
10509,3,At-Risk Low Engagement Customers
13862,2,High-Value Growth Customers
13885,0,Mid-Tier Active Customers
11850,0,Mid-Tier Active Customers
10866,1,High-Revenue Enterprise Customers
12590,3,At-Risk Low Engagement Customers
10909,2,High-Value Growth Customers
12414,3,At-Risk Low Engagement Customers
13934,2,High-Value Growth Customers
11304,2,High-Value Growth Customers
11628,2,High-Value Growth Customers
11083,0,Mid-Tier Active Customers
11523,1,High-Revenue Enterprise Customers
10836,1,High-Revenue Enterprise Customers
10359,3,At-Risk Low Engagement Customers
10139,0,Mid-Tier Active Customers
10300,1,High-Revenue Enterprise Customers
11557,0,Mid-Tier Active Customers
11004,2,High-Value Growth Customers
10383,1,High-Revenue Enterprise Customers
10942,0,Mid-Tier Active Customers
12095,0,Mid-Tier Active Customers
13996,2,High-Value Growth Customers
10762,2,High-Value Growth Customers
14908,2,High-Value Growth Customers
14748,0,Mid-Tier Active Customers
12715,1,High-Revenue Enterprise Customers
12218,0,Mid-Tier Active Customers
13086,3,At-Risk Low Engagement Customers
10899,2,High-Value Growth Customers
14174,2,High-Value Growth Customers
13146,0,Mid-Tier Active Customers
11403,1,High-Revenue Enterprise Customers
12182,0,Mid-Tier Active Customers
14035,2,High-Value Growth Customers
14523,1,High-Revenue Enterprise Customers
13150,2,High-Value Growth Customers
11513,0,Mid-Tier Active Customers
11189,2,High-Value Growth Customers
13188,1,High-Revenue Enterprise Customers
12178,0,Mid-Tier Active Customers
14823,1,High-Revenue Enterprise Customers
13665,2,High-Value Growth Customers
12623,2,High-Value Growth Customers
10109,2,High-Value Growth Customers
14282,3,At-Risk Low Engagement Customers
12459,2,High-Value Growth Customers
10431,1,High-Revenue Enterprise Customers
10059,2,High-Value Growth Customers
10077,2,High-Value Growth Customers
10797,2,High-Value Growth Customers
10369,3,At-Risk Low Engagement Customers
11586,0,Mid-Tier Active Customers
10786,3,At-Risk Low Engagement Customers
14478,2,High-Value Growth Customers
14358,3,At-Risk Low Engagement Customers
12125,3,At-Risk Low Engagement Customers
12155,1,High-Revenue Enterprise Customers
11893,1,High-Revenue Enterprise Customers
12241,2,High-Value Growth Customers
14995,1,High-Revenue Enterprise Customers
13726,0,Mid-Tier Active Customers
11903,0,Mid-Tier Active Customers
10122,1,High-Revenue Enterprise Customers
13208,2,High-Value Growth Customers
12522,1,High-Revenue Enterprise Customers
13884,3,At-Risk Low Engagement Customers
10911,1,High-Revenue Enterprise Customers
10125,2,High-Value Growth Customers
12645,2,High-Value Growth Customers
12122,2,High-Value Growth Customers
14829,1,High-Revenue Enterprise Customers
11587,3,At-Risk Low Engagement Customers
11258,1,High-Revenue Enterprise Customers
13669,3,At-Risk Low Engagement Customers
14615,3,At-Risk Low Engagement Customers
13608,2,High-Value Growth Customers
11179,2,High-Value Growth Customers
12895,1,High-Revenue Enterprise Customers
12766,1,High-Revenue Enterprise Customers
13699,2,High-Value Growth Customers
12487,0,Mid-Tier Active Customers
13932,1,High-Revenue Enterprise Customers
10443,1,High-Revenue Enterprise Customers
12089,0,Mid-Tier Active Customers
13059,2,High-Value Growth Customers
10926,2,High-Value Growth Customers
10926,2,High-Value Growth Customers
12611,0,Mid-Tier Active Customers
14533,1,High-Revenue Enterprise Customers
12472,1,High-Revenue Enterprise Customers
14918,1,High-Revenue Enterprise Customers
11412,0,Mid-Tier Active Customers
14749,1,High-Revenue Enterprise Customers
14271,1,High-Revenue Enterprise Customers
11510,0,Mid-Tier Active Customers
11228,3,At-Risk Low Engagement Customers
13839,0,Mid-Tier Active Customers
13362,3,At-Risk Low Engagement Customers
13743,0,Mid-Tier Active Customers
12624,1,High-Revenue Enterprise Customers
13498,0,Mid-Tier Active Customers
10325,1,High-Revenue Enterprise Customers
13286,1,High-Revenue Enterprise Customers
12232,0,Mid-Tier Active Customers
14156,2,High-Value Growth Customers
12087,3,At-Risk Low Engagement Customers
13516,0,Mid-Tier Active Customers
13467,1,High-Revenue Enterprise Customers
11499,3,At-Risk Low Engagement Customers
11503,3,At-Risk Low Engagement Customers
11007,0,Mid-Tier Active Customers
14184,3,At-Risk Low Engagement Customers
13672,1,High-Revenue Enterprise Customers
14729,0,Mid-Tier Active Customers
11468,2,High-Value Growth Customers
11226,1,High-Revenue Enterprise Customers
13089,3,At-Risk Low Engagement Customers
12304,3,At-Risk Low Engagement Customers
12417,2,High-Value Growth Customers
14005,3,At-Risk Low Engagement Customers
11217,3,At-Risk Low Engagement Customers
14163,0,Mid-Tier Active Customers
13729,1,High-Revenue Enterprise Customers
10421,1,High-Revenue Enterprise Customers
13649,2,High-Value Growth Customers
10007,1,High-Revenue Enterprise Customers
10933,3,At-Risk Low Engagement Customers
11692,1,High-Revenue Enterprise Customers
10440,1,High-Revenue Enterprise Customers
11314,2,High-Value Growth Customers
10679,2,High-Value Growth Customers
11944,2,High-Value Growth Customers
13136,1,High-Revenue Enterprise Customers
13812,2,High-Value Growth Customers
14751,2,High-Value Growth Customers
14347,1,High-Revenue Enterprise Customers
14513,0,Mid-Tier Active Customers
12418,3,At-Risk Low Engagement Customers
14775,2,High-Value Growth Customers
12255,1,High-Revenue Enterprise Customers
14128,3,At-Risk Low Engagement Customers
14388,2,High-Value Growth Customers
11087,1,High-Revenue Enterprise Customers
11065,3,At-Risk Low Engagement Customers
14377,0,Mid-Tier Active Customers
13587,3,At-Risk Low Engagement Customers
14592,3,At-Risk Low Engagement Customers
10195,2,High-Value Growth Customers
11475,3,At-Risk Low Engagement Customers
13593,0,Mid-Tier Active Customers
13976,2,High-Value Growth Customers
13120,2,High-Value Growth Customers
11212,0,Mid-Tier Active Customers
14461,3,At-Risk Low Engagement Customers
11658,0,Mid-Tier Active Customers
11973,0,Mid-Tier Active Customers
12875,2,High-Value Growth Customers
13221,2,High-Value Growth Customers
